outside_temp,outside_humidity,inside_temp,inside_humidity,username,date,time
76.2,91.0,75.4,90.3,orivers,15-04-18,06
84.8,68.3,78.4,67.1,orivers,15-04-18,12
76.1,79.3,74.6,75.8,orivers,15-04-18,18
70.9,90.3,70.9,90.0,orivers,15-04-19,00
93.0,82.2,89.9,82.2,orivers,15-04-19,06
79.1,83.3,78.4,81.0,orivers,15-04-19,12
90.2,81.9,89.1,77.6,orivers,15-04-19,18
73.1,63.8,69.7,62.2,orivers,15-04-20,00
70.6,75.4,69.7,74.7,orivers,15-04-20,06
76.8,55.1,76.4,53.6,orivers,15-04-20,12
86.6,50.6,85.3,48.0,orivers,15-04-20,18
91.0,88.8,90.7,84.7,orivers,15-04-21,00
73.6,71.3,71.0,69.7,orivers,15-04-21,06
88.2,64.1,85.0,63.3,orivers,15-04-21,12
73.1,91.7,66.4,91.1,orivers,15-04-21,18
90.6,75.2,81.9,73.6,orivers,15-04-22,00
94.7,57.0,94.7,51.6,orivers,15-04-22,06
73.4,77.5,73.0,73.8,orivers,15-04-22,12
92.3,76.6,89.0,76.6,orivers,15-04-22,18
94.1,55.2,91.6,53.3,orivers,15-04-23,00
82.6,93.0,82.3,91.4,orivers,15-04-23,06
89.5,53.4,89.0,47.3,orivers,15-04-23,12
94.2,83.9,92.5,79.7,orivers,15-04-23,18
72.4,93.8,72.4,87.9,orivers,15-04-24,00
75.9,70.8,75.3,69.1,orivers,15-04-24,06
86.0,86.3,82.8,76.6,orivers,15-04-24,12
78.6,63.0,77.5,63.0,orivers,15-04-24,18
86.4,67.8,86.4,66.8,orivers,15-04-25,00
89.3,55.7,88.4,48.8,orivers,15-04-25,06
82.9,61.5,82.8,51.7,orivers,15-04-25,12
73.0,58.8,66.9,53.7,orivers,15-04-25,18
94.2,88.6,93.5,83.6,orivers,15-04-26,00
70.4,81.3,70.1,79.0,orivers,15-04-26,06
93.5,93.3,93.4,93.3,orivers,15-04-26,12
78.0,55.7,73.3,54.2,orivers,15-04-26,18
72.8,70.1,72.3,67.3,orivers,15-04-27,00
78.6,55.7,78.0,55.2,orivers,15-04-27,06
93.0,50.9,90.0,45.7,orivers,15-04-27,12
74.4,72.7,70.6,71.9,orivers,15-04-27,18
89.5,86.2,85.7,86.2,orivers,15-04-28,00
83.6,81.3,83.1,81.3,orivers,15-04-28,06
70.7,70.0,68.8,69.8,orivers,15-04-28,12
88.4,78.2,87.7,77.3,orivers,15-04-28,18
70.8,69.9,70.8,68.3,orivers,15-04-29,00
89.5,71.4,88.4,64.4,orivers,15-04-29,06
92.3,67.9,91.2,67.9,orivers,15-04-29,12
81.1,72.5,80.8,72.5,orivers,15-04-29,18
82.3,87.3,82.3,86.4,orivers,15-04-30,00
84.9,71.9,83.0,70.7,orivers,15-04-30,06
76.2,59.9,70.5,59.6,orivers,15-04-30,12
79.9,51.2,72.9,49.5,orivers,15-04-30,18
85.6,61.8,81.6,57.3,orivers,15-05-01,00
78.9,61.8,75.3,61.2,orivers,15-05-01,06
83.1,77.3,82.6,70.9,orivers,15-05-01,12
94.0,83.8,92.9,82.4,orivers,15-05-01,18
79.0,64.2,79.0,64.2,orivers,15-05-02,00
77.3,51.4,76.9,50.8,orivers,15-05-02,06
79.3,64.9,77.8,61.7,orivers,15-05-02,12
92.2,90.6,92.2,90.6,orivers,15-05-02,18
71.2,68.5,65.5,66.4,orivers,15-05-03,00
89.6,91.5,86.8,90.7,orivers,15-05-03,06
70.9,64.1,69.3,64.1,orivers,15-05-03,12
73.1,68.5,72.6,66.4,orivers,15-05-03,18
82.4,91.7,77.4,90.3,orivers,15-05-04,00
71.9,57.1,71.3,56.5,orivers,15-05-04,06
85.7,51.1,82.9,49.1,orivers,15-05-04,12
82.8,82.7,82.3,80.7,orivers,15-05-04,18
79.6,91.4,78.1,91.3,orivers,15-05-05,00
83.1,77.0,78.1,68.6,orivers,15-05-05,06
83.5,53.8,82.3,53.8,orivers,15-05-05,12
72.7,95.0,72.2,94.7,orivers,15-05-05,18
90.5,51.6,83.1,50.4,orivers,15-05-06,00
79.4,80.1,79.3,79.8,orivers,15-05-06,06
77.1,90.9,76.9,90.0,orivers,15-05-06,12
70.8,85.8,67.7,85.6,orivers,15-05-06,18
74.4,71.1,70.0,66.2,orivers,15-05-07,00
84.4,93.3,84.4,89.0,orivers,15-05-07,06
71.3,93.7,70.1,92.0,orivers,15-05-07,12
77.1,55.0,77.1,52.0,orivers,15-05-07,18
73.0,53.1,68.4,53.1,orivers,15-05-08,00
77.8,60.8,77.3,59.8,orivers,15-05-08,06
89.1,54.4,88.3,45.8,orivers,15-05-08,12
93.6,51.8,91.7,51.0,orivers,15-05-08,18
72.8,90.4,72.6,90.2,orivers,15-05-09,00
75.8,82.5,73.0,80.7,orivers,15-05-09,06
70.2,78.6,70.2,78.4,orivers,15-05-09,12
76.9,67.0,75.6,67.0,orivers,15-05-09,18
87.2,73.6,85.4,70.4,orivers,15-05-10,00
81.9,82.9,80.1,80.5,orivers,15-05-10,06
89.3,85.4,88.8,80.6,orivers,15-05-10,12
72.3,60.1,67.2,60.1,orivers,15-05-10,18
70.7,91.0,69.9,91.0,orivers,15-05-11,00
72.0,78.2,62.9,77.4,orivers,15-05-11,06
94.8,75.3,87.3,75.2,orivers,15-05-11,12
70.3,77.5,68.9,74.1,orivers,15-05-11,18
83.3,93.6,81.1,92.2,orivers,15-05-12,00
81.4,71.8,72.8,71.8,orivers,15-05-12,06
73.7,79.1,73.5,72.9,orivers,15-05-12,12
71.1,94.9,69.2,94.9,orivers,15-05-12,18
79.4,52.4,77.0,47.2,orivers,15-05-13,00
80.2,79.9,80.2,76.6,orivers,15-05-13,06
83.8,70.7,83.1,61.7,orivers,15-05-13,12
86.2,58.0,85.0,53.1,orivers,15-05-13,18
88.3,84.2,88.1,77.7,orivers,15-05-14,00
77.8,86.4,76.1,86.0,orivers,15-05-14,06
86.4,83.2,86.4,81.2,orivers,15-05-14,12
93.1,69.8,86.9,64.2,orivers,15-05-14,18
76.4,95.0,75.9,89.9,orivers,15-05-15,00
70.5,72.7,62.2,68.7,orivers,15-05-15,06
78.2,85.0,77.7,81.5,orivers,15-05-15,12
89.1,87.4,87.2,86.5,orivers,15-05-15,18
86.6,54.0,85.8,51.7,orivers,15-05-16,00
82.4,55.1,76.6,54.3,orivers,15-05-16,06
77.5,61.3,76.6,58.5,orivers,15-05-16,12
75.7,72.8,67.6,72.8,orivers,15-05-16,18
87.6,53.3,79.1,52.7,orivers,15-05-17,00
74.3,79.7,72.0,79.5,orivers,15-05-17,06
93.5,68.7,85.0,65.7,orivers,15-05-17,12
80.0,93.0,78.2,89.7,orivers,15-05-17,18
87.9,72.4,78.3,70.6,orivers,15-05-18,00
84.1,92.0,81.2,91.4,orivers,15-05-18,06
77.9,56.6,77.9,54.3,orivers,15-05-18,12
82.7,82.9,82.5,80.1,orivers,15-05-18,18
89.1,80.6,84.6,79.6,orivers,15-05-19,00
70.7,54.3,64.0,45.2,orivers,15-05-19,06
90.1,69.5,88.7,69.5,orivers,15-05-19,12
92.0,54.9,89.7,54.3,orivers,15-05-19,18
92.5,94.3,90.7,94.3,orivers,15-05-20,00
91.4,51.3,91.4,50.0,orivers,15-05-20,06
75.8,59.8,75.8,59.8,orivers,15-05-20,12
79.8,51.7,79.8,48.4,orivers,15-05-20,18
74.6,87.1,71.5,87.1,orivers,15-05-21,00
85.8,93.5,85.8,87.2,orivers,15-05-21,06
90.0,94.2,88.1,90.3,orivers,15-05-21,12
85.4,73.1,83.8,69.4,orivers,15-05-21,18
76.1,86.6,73.8,85.1,orivers,15-05-22,00
93.0,64.5,92.3,64.3,orivers,15-05-22,06
81.9,69.4,81.5,69.4,orivers,15-05-22,12
92.8,92.6,89.4,92.6,orivers,15-05-22,18
72.9,67.4,72.6,67.4,orivers,15-05-23,00
84.7,51.3,84.2,50.9,orivers,15-05-23,06
70.0,74.7,65.7,71.4,orivers,15-05-23,12
87.6,62.0,85.4,62.0,orivers,15-05-23,18
75.4,87.7,70.4,81.7,orivers,15-05-24,00
82.3,56.4,80.5,55.5,orivers,15-05-24,06
74.1,70.1,73.1,63.4,orivers,15-05-24,12
76.6,77.4,76.6,73.2,orivers,15-05-24,18
93.9,84.9,91.9,84.1,orivers,15-05-25,00
75.8,80.4,70.8,79.1,orivers,15-05-25,06
75.9,69.6,75.8,68.0,orivers,15-05-25,12
91.9,68.4,91.7,66.9,orivers,15-05-25,18
71.1,77.9,68.9,70.2,orivers,15-05-26,00
92.1,85.5,88.1,81.6,orivers,15-05-26,06
79.2,63.3,79.0,62.3,orivers,15-05-26,12
92.9,57.7,89.6,56.7,orivers,15-05-26,18
84.4,88.6,81.4,86.5,orivers,15-05-27,00
82.3,51.0,77.5,51.0,orivers,15-05-27,06
88.3,81.6,88.1,81.3,orivers,15-05-27,12
71.3,72.7,70.7,69.3,orivers,15-05-27,18
93.9,59.8,92.9,59.1,orivers,15-05-28,00
72.5,76.8,66.4,71.6,orivers,15-05-28,06
83.3,86.5,82.6,79.6,orivers,15-05-28,12
73.8,64.7,72.1,58.7,orivers,15-05-28,18
87.2,83.2,84.2,81.8,orivers,15-05-29,00
87.6,73.7,86.4,73.4,orivers,15-05-29,06
87.8,66.7,85.3,64.4,orivers,15-05-29,12
86.2,52.1,84.7,51.2,orivers,15-05-29,18
95.0,59.3,93.1,59.3,orivers,15-05-30,00
75.4,77.5,72.2,73.3,orivers,15-05-30,06
86.7,54.0,85.8,50.5,orivers,15-05-30,12
90.5,53.4,90.5,48.7,orivers,15-05-30,18
79.1,52.3,77.6,51.3,orivers,15-05-31,00
81.6,87.7,73.6,84.2,orivers,15-05-31,06
94.4,63.4,92.6,63.2,orivers,15-05-31,12
72.9,78.7,70.0,78.7,orivers,15-05-31,18
93.9,77.3,88.9,76.3,orivers,15-06-01,00
88.1,54.2,88.1,54.0,orivers,15-06-01,06
77.7,69.4,73.3,68.7,orivers,15-06-01,12
92.1,77.1,89.5,75.4,orivers,15-06-01,18
74.5,86.4,74.5,86.4,orivers,15-06-02,00
94.1,83.2,94.1,82.6,orivers,15-06-02,06
94.4,75.1,92.5,74.7,orivers,15-06-02,12
75.6,75.6,74.7,74.8,orivers,15-06-02,18
73.6,93.3,69.8,88.6,orivers,15-06-03,00
76.1,58.2,75.6,50.3,orivers,15-06-03,06
94.7,51.3,94.7,48.4,orivers,15-06-03,12
91.3,88.3,90.4,86.3,orivers,15-06-03,18
93.4,70.2,91.6,69.2,orivers,15-06-04,00
89.1,67.7,89.1,64.1,orivers,15-06-04,06
81.4,70.5,81.1,69.6,orivers,15-06-04,12
77.8,52.8,77.8,43.6,orivers,15-06-04,18
76.2,74.7,67.2,68.5,orivers,15-06-05,00
75.3,72.7,74.7,70.1,orivers,15-06-05,06
79.9,91.5,77.3,91.1,orivers,15-06-05,12
90.8,88.4,89.1,82.4,orivers,15-06-05,18
91.6,56.2,91.3,52.4,orivers,15-06-06,00
94.0,57.0,85.5,56.2,orivers,15-06-06,06
82.5,94.7,82.5,94.7,orivers,15-06-06,12
76.8,61.9,76.3,60.8,orivers,15-06-06,18
92.7,82.0,89.9,78.4,orivers,15-06-07,00
94.4,74.9,92.9,74.9,orivers,15-06-07,06
82.4,64.7,79.5,60.4,orivers,15-06-07,12
84.6,60.4,84.6,59.4,orivers,15-06-07,18
75.4,51.8,74.9,44.9,orivers,15-06-08,00
83.5,67.9,82.5,66.6,orivers,15-06-08,06
82.6,93.9,77.6,92.4,orivers,15-06-08,12
90.0,56.8,86.8,53.6,orivers,15-06-08,18
80.5,75.3,78.8,71.8,orivers,15-06-09,00
78.7,55.7,73.6,52.0,orivers,15-06-09,06
70.2,88.4,64.2,82.0,orivers,15-06-09,12
76.3,81.0,71.0,80.7,orivers,15-06-09,18
75.0,54.4,67.9,50.9,orivers,15-06-10,00
73.7,88.5,71.3,84.9,orivers,15-06-10,06
75.1,85.2,70.0,83.7,orivers,15-06-10,12
80.2,75.9,77.4,75.9,orivers,15-06-10,18
84.1,90.2,76.6,89.2,orivers,15-06-11,00
93.0,66.5,91.2,66.3,orivers,15-06-11,06
78.5,60.2,76.2,58.5,orivers,15-06-11,12
83.7,60.4,81.8,59.2,orivers,15-06-11,18
71.0,77.5,66.6,77.0,orivers,15-06-12,00
74.8,62.6,73.9,62.5,orivers,15-06-12,06
81.7,62.6,79.8,60.0,orivers,15-06-12,12
87.1,73.5,87.1,70.4,orivers,15-06-12,18
88.0,74.4,84.5,71.7,orivers,15-06-13,00
92.3,77.4,92.3,74.4,orivers,15-06-13,06
91.1,94.7,91.1,94.3,orivers,15-06-13,12
90.8,50.2,85.6,48.2,orivers,15-06-13,18
89.4,70.9,81.5,69.7,orivers,15-06-14,00
79.4,65.0,79.1,63.2,orivers,15-06-14,06
77.5,92.8,74.7,92.3,orivers,15-06-14,12
76.0,81.1,74.8,79.7,orivers,15-06-14,18
93.1,65.8,87.7,62.2,orivers,15-06-15,00
84.5,67.2,83.9,59.6,orivers,15-06-15,06
78.7,53.2,78.4,53.0,orivers,15-06-15,12
91.5,76.6,91.0,72.2,orivers,15-06-15,18
79.0,58.7,78.0,55.5,orivers,15-06-16,00
75.1,69.8,72.3,63.9,orivers,15-06-16,06
86.4,92.0,86.4,91.4,orivers,15-06-16,12
72.9,91.0,72.9,84.1,orivers,15-06-16,18
84.7,82.8,81.3,79.0,orivers,15-06-17,00
90.5,87.8,88.3,86.7,orivers,15-06-17,06
94.0,60.0,92.6,59.8,orivers,15-06-17,12
74.3,91.7,71.3,85.3,orivers,15-06-17,18
75.8,66.7,69.3,65.8,orivers,15-06-18,00
89.4,57.7,87.9,53.9,orivers,15-06-18,06
87.4,86.6,86.0,86.3,orivers,15-06-18,12
81.5,89.3,81.5,81.0,orivers,15-06-18,18
88.3,79.5,87.3,77.8,orivers,15-06-19,00
91.8,90.7,91.4,88.4,orivers,15-06-19,06
91.4,91.2,87.5,88.2,orivers,15-06-19,12
73.5,51.8,73.5,49.6,orivers,15-06-19,18
74.1,82.4,73.5,81.6,orivers,15-06-20,00
84.3,89.0,83.7,87.9,orivers,15-06-20,06
72.6,82.0,66.7,80.1,orivers,15-06-20,12
77.7,84.7,69.9,84.7,orivers,15-06-20,18
70.5,86.8,68.4,82.9,orivers,15-06-21,00
76.3,82.3,74.4,78.4,orivers,15-06-21,06
77.8,68.6,76.1,67.7,orivers,15-06-21,12
75.3,82.6,74.9,81.4,orivers,15-06-21,18
73.5,86.1,73.5,86.1,orivers,15-06-22,00
88.5,65.6,86.8,61.6,orivers,15-06-22,06
80.7,53.0,80.7,53.0,orivers,15-06-22,12
71.1,94.8,70.3,94.8,orivers,15-06-22,18
88.6,69.2,81.7,69.2,orivers,15-06-23,00
76.8,58.7,76.1,57.1,orivers,15-06-23,06
73.8,67.6,73.1,62.9,orivers,15-06-23,12
75.5,92.5,73.2,91.5,orivers,15-06-23,18
89.1,85.4,86.7,77.5,orivers,15-06-24,00
70.9,79.1,67.0,78.1,orivers,15-06-24,06
77.5,80.5,74.7,78.5,orivers,15-06-24,12
86.9,74.4,84.6,72.6,orivers,15-06-24,18
72.1,54.7,70.3,54.4,orivers,15-06-25,00
89.3,91.6,83.7,86.9,orivers,15-06-25,06
75.4,50.1,74.8,48.1,orivers,15-06-25,12
74.2,55.5,72.5,52.6,orivers,15-06-25,18
79.8,66.2,79.8,63.3,orivers,15-06-26,00
86.1,62.2,81.7,55.7,orivers,15-06-26,06
86.4,92.3,78.7,92.3,orivers,15-06-26,12
80.2,82.3,78.1,77.2,orivers,15-06-26,18
94.5,77.9,89.3,75.2,orivers,15-06-27,00
87.5,50.6,86.0,49.2,orivers,15-06-27,06
90.7,57.1,89.9,52.7,orivers,15-06-27,12
78.9,89.2,78.2,89.1,orivers,15-06-27,18
91.6,60.2,90.4,59.3,orivers,15-06-28,00
85.5,55.5,78.5,53.8,orivers,15-06-28,06
85.3,81.5,85.3,76.0,orivers,15-06-28,12
93.6,75.2,92.7,73.0,orivers,15-06-28,18
72.5,74.4,70.4,70.1,orivers,15-06-29,00
71.4,76.1,69.6,70.3,orivers,15-06-29,06
88.0,58.1,80.9,49.3,orivers,15-06-29,12
91.4,66.6,88.3,65.6,orivers,15-06-29,18
72.0,92.6,68.9,91.9,orivers,15-06-30,00
94.1,77.5,92.2,74.3,orivers,15-06-30,06
83.6,79.8,82.6,79.8,orivers,15-06-30,12
76.1,92.5,75.2,91.3,orivers,15-06-30,18
70.0,57.6,68.5,57.6,orivers,15-07-01,00
72.9,66.2,71.3,63.6,orivers,15-07-01,06
87.6,78.7,85.5,78.1,orivers,15-07-01,12
83.0,94.0,73.2,90.4,orivers,15-07-01,18
90.3,75.5,89.8,75.5,orivers,15-07-02,00
73.1,58.0,68.2,54.0,orivers,15-07-02,06
74.0,66.7,72.9,63.9,orivers,15-07-02,12
83.8,94.2,76.8,89.8,orivers,15-07-02,18
91.9,82.2,86.4,80.9,orivers,15-07-03,00
77.2,83.5,68.6,83.3,orivers,15-07-03,06
93.5,73.6,89.6,71.7,orivers,15-07-03,12
90.6,66.0,88.4,63.0,orivers,15-07-03,18
93.1,53.8,92.7,52.9,orivers,15-07-04,00
83.9,82.0,78.6,80.2,orivers,15-07-04,06
89.0,53.2,88.4,53.2,orivers,15-07-04,12
71.5,74.4,71.5,74.4,orivers,15-07-04,18
81.5,94.7,81.5,90.2,orivers,15-07-05,00
72.5,84.0,71.2,82.3,orivers,15-07-05,06
79.6,58.8,78.9,57.7,orivers,15-07-05,12
79.1,62.8,78.7,55.0,orivers,15-07-05,18
81.3,68.7,81.3,64.8,orivers,15-07-06,00
92.8,71.8,87.0,71.5,orivers,15-07-06,06
81.4,64.7,78.6,63.6,orivers,15-07-06,12
78.9,90.9,75.3,90.9,orivers,15-07-06,18
88.0,75.8,87.3,75.1,orivers,15-07-07,00
81.2,51.8,74.6,51.8,orivers,15-07-07,06
93.0,83.5,83.5,81.5,orivers,15-07-07,12
87.8,54.6,83.8,54.6,orivers,15-07-07,18
81.4,83.9,80.1,83.7,orivers,15-07-08,00
81.4,52.2,80.8,50.9,orivers,15-07-08,06
85.2,89.0,84.6,86.0,orivers,15-07-08,12
82.4,50.0,81.6,46.6,orivers,15-07-08,18
89.3,66.2,87.7,61.2,orivers,15-07-09,00
78.9,50.0,75.0,49.3,orivers,15-07-09,06
91.0,56.2,87.1,55.7,orivers,15-07-09,12
91.0,58.3,87.2,56.6,orivers,15-07-09,18
87.5,70.2,87.0,67.9,orivers,15-07-10,00
76.7,65.6,76.7,65.6,orivers,15-07-10,06
81.4,66.3,81.0,63.3,orivers,15-07-10,12
87.4,65.8,84.0,65.3,orivers,15-07-10,18
88.0,63.3,81.8,63.3,orivers,15-07-11,00
74.6,75.6,73.9,72.4,orivers,15-07-11,06
89.2,60.9,88.6,60.6,orivers,15-07-11,12
92.9,79.6,92.9,75.0,orivers,15-07-11,18
86.7,80.8,83.8,72.7,orivers,15-07-12,00
91.7,75.2,90.1,74.7,orivers,15-07-12,06
77.8,54.8,77.7,52.6,orivers,15-07-12,12
70.8,50.3,69.3,50.1,orivers,15-07-12,18
90.4,76.0,89.6,75.5,orivers,15-07-13,00
87.2,80.0,85.2,74.0,orivers,15-07-13,06
73.0,56.6,63.0,51.7,orivers,15-07-13,12
78.0,91.6,76.8,89.0,orivers,15-07-13,18
84.9,52.8,83.9,49.3,orivers,15-07-14,00
86.0,93.2,85.3,92.3,orivers,15-07-14,06
74.2,84.7,73.2,83.0,orivers,15-07-14,12
71.7,78.2,69.7,78.0,orivers,15-07-14,18
89.2,70.4,84.5,65.4,orivers,15-07-15,00
94.5,57.1,89.6,55.5,orivers,15-07-15,06
84.4,94.5,80.1,91.3,orivers,15-07-15,12
80.5,94.3,80.5,84.6,orivers,15-07-15,18
87.0,68.8,85.4,65.2,orivers,15-07-16,00
77.3,78.8,77.3,76.1,orivers,15-07-16,06
91.9,94.7,89.9,94.0,orivers,15-07-16,12
83.3,84.1,73.6,84.1,orivers,15-07-16,18
78.7,89.3,77.8,84.0,orivers,15-07-17,00
78.3,94.5,78.1,92.3,orivers,15-07-17,06
80.7,64.2,75.9,62.9,orivers,15-07-17,12
93.3,52.5,92.3,50.6,orivers,15-07-17,18
93.4,57.9,85.4,55.0,orivers,15-07-18,00
82.7,69.1,82.0,64.3,orivers,15-07-18,06
73.9,64.2,73.9,60.3,orivers,15-07-18,12
77.9,76.6,71.5,73.7,orivers,15-07-18,18
79.7,55.2,75.0,50.9,orivers,15-07-19,00
74.4,81.8,73.4,74.7,orivers,15-07-19,06
76.6,89.6,73.0,89.6,orivers,15-07-19,12
93.2,95.0,91.0,95.0,orivers,15-07-19,18
83.8,65.2,75.2,61.7,orivers,15-07-20,00
93.0,93.3,92.6,85.3,orivers,15-07-20,06
82.4,83.2,78.7,79.6,orivers,15-07-20,12
79.0,82.4,78.0,80.4,orivers,15-07-20,18
76.8,86.2,71.3,77.9,orivers,15-07-21,00
91.6,54.7,91.1,54.3,orivers,15-07-21,06
92.7,72.4,89.3,70.7,orivers,15-07-21,12
90.1,88.7,89.2,84.5,orivers,15-07-21,18
93.2,71.8,91.4,64.4,orivers,15-07-22,00
75.3,51.1,68.0,50.2,orivers,15-07-22,06
70.8,81.8,69.9,80.6,orivers,15-07-22,12
79.3,92.4,79.1,90.5,orivers,15-07-22,18
73.2,54.8,71.1,53.2,orivers,15-07-23,00
71.0,52.9,70.2,51.3,orivers,15-07-23,06
79.8,73.0,76.8,72.6,orivers,15-07-23,12
85.4,53.9,82.9,53.4,orivers,15-07-23,18
79.4,91.3,78.8,86.7,orivers,15-07-24,00
93.2,86.1,91.9,80.6,orivers,15-07-24,06
79.6,60.3,76.5,55.9,orivers,15-07-24,12
86.1,82.5,80.9,79.9,orivers,15-07-24,18
74.7,60.9,74.7,54.4,orivers,15-07-25,00
83.2,94.9,80.0,89.2,orivers,15-07-25,06
73.5,90.1,71.1,87.9,orivers,15-07-25,12
92.7,88.5,92.6,87.2,orivers,15-07-25,18
85.2,53.6,83.4,53.0,orivers,15-07-26,00
84.2,51.2,81.7,50.9,orivers,15-07-26,06
77.3,68.7,74.8,68.7,orivers,15-07-26,12
78.8,62.5,69.7,61.6,orivers,15-07-26,18
72.8,70.3,72.7,70.3,orivers,15-07-27,00
82.1,55.8,82.0,55.8,orivers,15-07-27,06
76.5,76.7,75.1,76.6,orivers,15-07-27,12
81.3,73.9,80.1,69.7,orivers,15-07-27,18
77.0,65.9,77.0,62.1,orivers,15-07-28,00
86.2,62.3,79.8,58.6,orivers,15-07-28,06
83.6,59.6,82.3,56.6,orivers,15-07-28,12
76.4,56.8,75.8,53.5,orivers,15-07-28,18
73.6,90.0,72.6,88.8,orivers,15-07-29,00
83.1,65.7,77.4,65.7,orivers,15-07-29,06
75.9,76.2,72.9,76.2,orivers,15-07-29,12
92.3,76.9,89.4,75.2,orivers,15-07-29,18
75.9,67.7,72.1,61.4,orivers,15-07-30,00
75.3,74.0,70.4,69.1,orivers,15-07-30,06
89.2,63.0,86.3,56.4,orivers,15-07-30,12
77.1,50.6,76.3,45.2,orivers,15-07-30,18
71.2,76.2,67.9,73.4,orivers,15-07-31,00
84.2,84.8,75.8,83.4,orivers,15-07-31,06
73.7,72.3,70.0,71.8,orivers,15-07-31,12
90.3,69.4,86.1,68.4,orivers,15-07-31,18
70.1,50.5,68.8,48.8,orivers,15-08-01,00
94.1,81.3,87.9,81.3,orivers,15-08-01,06
75.1,63.0,75.0,62.9,orivers,15-08-01,12
87.6,71.7,84.2,62.7,orivers,15-08-01,18
94.1,85.1,85.4,84.0,orivers,15-08-02,00
75.2,57.8,74.9,54.9,orivers,15-08-02,06
73.6,76.5,73.1,75.4,orivers,15-08-02,12
83.8,90.2,81.0,85.1,orivers,15-08-02,18
94.0,76.1,86.7,74.7,orivers,15-08-03,00
88.5,62.3,87.0,61.4,orivers,15-08-03,06
71.8,55.9,62.5,52.8,orivers,15-08-03,12
81.9,80.3,80.6,77.7,orivers,15-08-03,18
80.4,72.2,74.6,72.1,orivers,15-08-04,00
93.5,58.6,92.4,58.6,orivers,15-08-04,06
71.9,69.9,62.9,69.9,orivers,15-08-04,12
89.2,73.4,80.7,70.8,orivers,15-08-04,18
70.8,67.4,70.0,63.1,orivers,15-08-05,00
83.6,68.7,79.1,67.2,orivers,15-08-05,06
74.1,78.1,70.8,76.7,orivers,15-08-05,12
86.8,53.1,77.5,52.8,orivers,15-08-05,18
87.6,77.1,81.7,71.9,orivers,15-08-06,00
79.7,86.9,74.0,86.9,orivers,15-08-06,06
78.4,77.7,77.4,76.0,orivers,15-08-06,12
86.6,62.9,77.6,57.7,orivers,15-08-06,18
89.6,60.6,88.2,58.2,orivers,15-08-07,00
72.8,68.3,72.0,68.3,orivers,15-08-07,06
74.9,54.9,70.4,48.3,orivers,15-08-07,12
94.3,81.6,93.6,77.5,orivers,15-08-07,18
75.9,53.6,73.2,47.1,orivers,15-08-08,00
84.8,78.8,79.9,77.8,orivers,15-08-08,06
81.1,55.9,75.5,52.0,orivers,15-08-08,12
86.7,75.9,86.7,73.8,orivers,15-08-08,18
94.0,52.8,89.4,50.7,orivers,15-08-09,00
79.0,62.4,77.3,56.4,orivers,15-08-09,06
76.2,55.0,75.2,49.6,orivers,15-08-09,12
82.4,50.9,80.9,48.1,orivers,15-08-09,18
70.1,90.0,70.0,87.0,orivers,15-08-10,00
74.8,84.5,73.6,83.9,orivers,15-08-10,06
89.0,90.8,88.8,89.4,orivers,15-08-10,12
94.1,57.5,92.8,55.8,orivers,15-08-10,18
88.7,75.2,87.1,74.0,orivers,15-08-11,00
83.2,74.1,81.6,74.0,orivers,15-08-11,06
73.6,79.7,71.7,75.3,orivers,15-08-11,12
74.8,57.6,73.7,53.5,orivers,15-08-11,18
85.4,57.7,80.2,55.8,orivers,15-08-12,00
94.5,78.4,93.2,77.3,orivers,15-08-12,06
70.5,63.6,62.1,63.2,orivers,15-08-12,12
94.8,53.7,86.9,49.4,orivers,15-08-12,18
88.7,65.2,88.5,63.8,orivers,15-08-13,00
73.6,68.6,70.0,65.7,orivers,15-08-13,06
79.9,70.4,76.3,66.1,orivers,15-08-13,12
71.7,84.5,69.9,83.9,orivers,15-08-13,18
71.1,62.7,63.6,62.7,orivers,15-08-14,00
84.8,90.3,84.8,84.6,orivers,15-08-14,06
82.9,75.4,82.9,70.8,orivers,15-08-14,12
73.6,69.2,73.5,69.2,orivers,15-08-14,18
86.6,86.5,85.1,83.7,orivers,15-08-15,00
94.0,61.7,94.0,59.2,orivers,15-08-15,06
76.8,85.5,76.8,83.8,orivers,15-08-15,12
87.7,60.0,84.8,59.7,orivers,15-08-15,18
86.5,55.3,83.0,55.3,orivers,15-08-16,00
89.8,84.2,86.0,83.8,orivers,15-08-16,06
92.9,94.4,89.6,94.4,orivers,15-08-16,12
91.3,59.0,89.8,53.8,orivers,15-08-16,18
91.0,81.6,86.4,81.6,orivers,15-08-17,00
75.2,85.9,72.4,81.8,orivers,15-08-17,06
75.2,65.9,73.6,64.7,orivers,15-08-17,12
83.9,63.8,82.5,61.9,orivers,15-08-17,18
90.8,66.2,90.1,66.2,orivers,15-08-18,00
87.5,64.2,83.9,63.1,orivers,15-08-18,06
75.5,85.6,71.7,84.2,orivers,15-08-18,12
73.0,88.1,70.2,86.1,orivers,15-08-18,18
71.7,75.7,71.7,75.2,orivers,15-08-19,00
79.6,86.5,76.9,86.5,orivers,15-08-19,06
89.2,67.6,89.2,59.5,orivers,15-08-19,12
73.1,94.2,73.1,93.8,orivers,15-08-19,18
84.7,75.3,84.6,75.1,orivers,15-08-20,00
86.7,61.4,86.7,52.0,orivers,15-08-20,06
83.9,80.7,83.9,80.7,orivers,15-08-20,12
